order_id,customer_id,product_id,order_date,delivery_date,city,category,payment_method,quantity,order_amount
900099,396,48,2024-10-05,2024-10-10,Delhi NCR,Accessories,Prepaid,1,1560.0
900100,375,22,2024-04-24,2024-04-30,Delhi NCR,Electronics,Prepaid,1,13330.0
900101,351,1,2025-02-26,2025-03-01,Pune,Fashion & Apparel,Prepaid,1,1110.0
900102,54,7,2024-08-29,2024-09-02,Chennai,Fashion & Apparel,Prepaid,1,2150.0
900103,580,33,2025-03-05,2025-03-11,Delhi NCR,Beauty & Personal Care,Prepaid,1,740.0
900104,598,2,2024-08-31,2024-09-05,Bangalore,Fashion & Apparel,Prepaid,1,1190.0
900105,408,38,2025-02-23,2025-03-01,Pune,Beauty & Personal Care,COD,2,1020.0
900106,294,43,2025-02-13,2025-02-15,Hyderabad,Accessories,COD,1,910.0
900107,324,26,2024-11-21,2024-11-26,Mumbai,Home & Kitchen,COD,1,2250.0
900108,92,36,2024-10-04,2024-10-07,Hyderabad,Beauty & Personal Care,COD,1,1130.0
900109,44,25,2024-11-06,2024-11-12,Chennai,Home & Kitchen,Prepaid,1,3150.0
900110,306,20,2024-08-13,2024-08-18,Chennai,Electronics,COD,2,25620.0
900111,220,9,2025-03-21,2025-03-24,Chennai,Footwear,Prepaid,1,3370.0
900112,437,16,2024-11-29,2024-12-01,Bangalore,Footwear,COD,1,3900.0
900113,221,47,2024-10-16,2024-10-20,Hyderabad,Accessories,COD,1,890.0
900114,472,8,2024-06-05,2024-06-11,Bangalore,Fashion & Apparel,COD,1,1870.0
900115,158,20,2024-12-05,2024-12-11,Mumbai,Electronics,COD,2,25620.0
900116,180,43,2024-10-22,2024-10-28,Pune,Accessories,Prepaid,1,910.0
900117,8,31,2024-07-16,2024-07-22,Delhi NCR,Home & Kitchen,Prepaid,2,3480.0
900118,2,18,2024-04-03,2024-04-09,Mumbai,Electronics,COD,1,13140.0
900119,177,25,2024-06-07,2024-06-12,Delhi NCR,Home & Kitchen,Prepaid,1,3150.0
900120,578,8,2025-01-07,2025-01-11,Delhi NCR,Fashion & Apparel,COD,1,1870.0
900121,458,35,2025-03-04,2025-03-10,Bangalore,Beauty & Personal Care,Prepaid,1,590.0
900122,446,9,2024-06-15,2024-06-17,Pune,Footwear,Prepaid,1,3370.0
900123,466,39,2024-05-12,2024-05-16,Hyderabad,Beauty & Personal Care,COD,1,780.0
900124,231,25,2024-07-15,2024-07-21,Bangalore,Home & Kitchen,Prepaid,1,3150.0
900125,542,42,2025-01-01,2025-01-03,Delhi NCR,Accessories,COD,1,810.0
900126,255,16,2024-05-14,2024-05-19,Kochi,Footwear,Prepaid,1,3900.0
900127,525,41,2024-08-14,2024-08-20,Pune,Accessories,Prepaid,1,1390.0
900128,289,26,2024-07-02,2024-07-05,Delhi NCR,Home & Kitchen,COD,1,2250.0
900129,312,7,2024-06-17,2024-06-21,Chennai,Fashion & Apparel,COD,1,2150.0
900130,330,6,2024-10-03,2024-10-08,Hyderabad,Fashion & Apparel,COD,2,3020.0
900131,368,45,2024-10-15,2024-10-17,Kochi,Accessories,COD,1,1290.0
900132,58,17,2024-05-01,2024-05-06,Chennai,Electronics,COD,1,13790.0
900133,110,45,2024-10-19,2024-10-25,Pune,Accessories,Prepaid,1,1290.0
900134,343,21,2024-07-16,2024-07-19,Chennai,Electronics,Prepaid,2,19900.0
900135,172,32,2024-06-07,2024-06-09,Mumbai,Home & Kitchen,Prepaid,1,1990.0
900136,221,19,2024-04-07,2024-04-13,Hyderabad,Electronics,COD,1,10800.0
900137,279,29,2024-04-27,2024-05-03,Delhi NCR,Home & Kitchen,Prepaid,1,2450.0
900138,1,46,2024-07-11,2024-07-16,Delhi NCR,Accessories,Prepaid,1,1320.0
900139,82,37,2025-02-17,2025-02-20,Hyderabad,Beauty & Personal Care,COD,1,810.0
900140,584,34,2024-04-19,2024-04-21,Delhi NCR,Beauty & Personal Care,Prepaid,1,410.0
900141,148,41,2025-03-14,2025-03-18,Hyderabad,Accessories,Prepaid,1,1390.0
900142,448,37,2024-07-12,2024-07-14,Pune,Beauty & Personal Care,Prepaid,2,1620.0
900143,89,32,2025-03-28,2025-04-01,Delhi NCR,Home & Kitchen,Prepaid,1,1990.0
900144,383,1,2024-12-04,2024-12-07,Mumbai,Fashion & Apparel,Prepaid,2,2220.0
900145,137,44,2024-08-18,2024-08-24,Chennai,Accessories,Prepaid,1,1130.0
900146,354,39,2024-08-30,2024-09-04,Chennai,Beauty & Personal Care,COD,1,780.0
900147,496,32,2024-12-13,2024-12-19,Hyderabad,Home & Kitchen,COD,1,1990.0
900148,43,30,2024-06-21,2024-06-24,Chennai,Home & Kitchen,COD,1,2550.0
900149,273,41,2024-06-28,2024-06-30,Hyderabad,Accessories,Prepaid,1,1390.0
900150,299,16,2024-10-13,2024-10-16,Kochi,Footwear,COD,1,3900.0
900151,33,47,2024-07-28,2024-08-03,Bangalore,Accessories,Prepaid,1,890.0
900152,163,41,2024-11-26,2024-11-30,Mumbai,Accessories,COD,1,1390.0
900153,82,3,2025-02-16,2025-02-21,Hyderabad,Fashion & Apparel,Prepaid,2,3540.0
900154,377,38,2024-06-10,2024-06-15,Delhi NCR,Beauty & Personal Care,Prepaid,1,510.0
900155,418,1,2024-05-23,2024-05-28,Hyderabad,Fashion & Apparel,Prepaid,1,1110.0
900156,319,14,2024-08-28,2024-09-02,Chennai,Footwear,COD,1,2370.0
900157,62,9,2024-10-08,2024-10-12,Pune,Footwear,COD,1,3370.0
900158,24,7,2024-04-10,2024-04-14,Mumbai,Fashion & Apparel,Prepaid,1,2150.0
900159,199,30,2024-06-17,2024-06-22,Bangalore,Home & Kitchen,Prepaid,1,2550.0
900160,428,30,2024-06-15,2024-06-19,Hyderabad,Home & Kitchen,Prepaid,1,2550.0
900161,560,26,2025-03-09,2025-03-13,Kochi,Home & Kitchen,Prepaid,1,2250.0
900162,225,46,2024-06-29,2024-07-01,Bangalore,Accessories,Prepaid,1,1320.0
900163,71,13,2025-02-25,2025-02-28,Chennai,Footwear,Prepaid,1,3000.0
900164,485,36,2024-09-23,2024-09-25,Hyderabad,Beauty & Personal Care,COD,1,1130.0
900165,259,40,2024-05-23,2024-05-29,Bangalore,Beauty & Personal Care,COD,2,1080.0
900166,330,3,2024-11-19,2024-11-21,Hyderabad,Fashion & Apparel,Prepaid,1,1770.0
900167,5,26,2024-10-17,2024-10-23,Mumbai,Home & Kitchen,COD,1,2250.0
900168,158,44,2025-03-05,2025-03-09,Mumbai,Accessories,COD,1,1130.0
900169,449,1,2025-02-23,2025-02-28,Mumbai,Fashion & Apparel,Prepaid,1,1110.0
900170,560,32,2024-07-07,2024-07-10,Kochi,Home & Kitchen,Prepaid,1,1990.0
900171,369,18,2025-02-23,2025-02-25,Delhi NCR,Electronics,COD,1,13140.0
900172,169,17,2025-02-11,2025-02-13,Hyderabad,Electronics,Prepaid,1,13790.0
900173,394,25,2024-04-28,2024-05-03,Delhi NCR,Home & Kitchen,Prepaid,1,3150.0
900174,235,29,2024-10-04,2024-10-10,Hyderabad,Home & Kitchen,Prepaid,1,2450.0
900175,60,8,2024-06-15,2024-06-21,Bangalore,Fashion & Apparel,Prepaid,1,1870.0
900176,183,43,2025-03-04,2025-03-08,Hyderabad,Accessories,Prepaid,1,910.0
900177,51,20,2024-12-12,2024-12-16,Kochi,Electronics,COD,1,12810.0
900178,418,13,2024-11-05,2024-11-10,Hyderabad,Footwear,Prepaid,3,9000.0
900179,21,45,2025-01-01,2025-01-04,Mumbai,Accessories,Prepaid,1,1290.0
900180,427,33,2024-06-02,2024-06-08,Bangalore,Beauty & Personal Care,Prepaid,2,1480.0
900181,107,47,2024-06-04,2024-06-08,Chennai,Accessories,Prepaid,1,890.0
900182,50,45,2025-03-04,2025-03-07,Kochi,Accessories,COD,1,1290.0
900183,99,36,2024-12-26,2024-12-29,Delhi NCR,Beauty & Personal Care,Prepaid,1,1130.0
900184,383,41,2024-10-22,2024-10-27,Mumbai,Accessories,COD,1,1390.0
900185,223,33,2024-10-17,2024-10-21,Pune,Beauty & Personal Care,Prepaid,1,740.0
900186,428,4,2024-06-17,2024-06-21,Hyderabad,Fashion & Apparel,COD,1,970.0
900187,19,30,2025-01-21,2025-01-25,Kochi,Home & Kitchen,COD,2,5100.0
900188,442,48,2024-09-21,2024-09-24,Kochi,Accessories,COD,3,4680.0
900189,107,41,2024-12-17,2024-12-22,Chennai,Accessories,Prepaid,1,1390.0
900190,203,10,2025-02-10,2025-02-16,Hyderabad,Footwear,Prepaid,1,3700.0
900191,527,19,2024-12-07,2024-12-13,Bangalore,Electronics,COD,2,21600.0
900192,206,5,2024-04-30,2024-05-02,Chennai,Fashion & Apparel,COD,1,1960.0
900193,418,36,2025-02-04,2025-02-08,Hyderabad,Beauty & Personal Care,COD,1,1130.0
900194,274,27,2025-03-12,2025-03-16,Mumbai,Home & Kitchen,Prepaid,1,1080.0
900195,452,25,2024-11-01,2024-11-04,Bangalore,Home & Kitchen,COD,1,3150.0
900196,7,23,2025-03-18,2025-03-23,Mumbai,Electronics,COD,2,25560.0
900197,484,7,2024-05-19,2024-05-25,Mumbai,Fashion & Apparel,Prepaid,1,2150.0
900198,203,13,2024-05-13,2024-05-15,Hyderabad,Footwear,COD,1,3000.0
900199,573,1,2025-01-31,2025-02-05,Mumbai,Fashion & Apparel,Prepaid,1,1110.0
900200,259,38,2024-05-29,2024-06-02,Bangalore,Beauty & Personal Care,COD,2,1020.0
900201,2,5,2024-07-02,2024-07-04,Mumbai,Fashion & Apparel,COD,1,1960.0
900202,423,8,2025-03-16,2025-03-19,Bangalore,Fashion & Apparel,Prepaid,1,1870.0
900203,48,8,2024-06-13,2024-06-17,Delhi NCR,Fashion & Apparel,COD,2,3740.0
900204,75,20,2025-03-17,2025-03-23,Hyderabad,Electronics,Prepaid,1,12810.0
900205,289,33,2024-12-01,2024-12-04,Delhi NCR,Beauty & Personal Care,COD,1,740.0
900206,410,10,2024-05-08,2024-05-12,Bangalore,Footwear,COD,1,3700.0
900207,400,25,2024-05-26,2024-06-01,Chennai,Home & Kitchen,COD,1,3150.0
900208,367,46,2024-08-23,2024-08-27,Mumbai,Accessories,COD,1,1320.0
900209,167,31,2024-06-12,2024-06-17,Chennai,Home & Kitchen,COD,1,1740.0
900210,549,39,2024-07-24,2024-07-27,Kochi,Beauty & Personal Care,COD,1,780.0
900211,189,21,2024-12-02,2024-12-04,Bangalore,Electronics,Prepaid,1,9950.0
900212,243,30,2024-12-23,2024-12-25,Chennai,Home & Kitchen,COD,1,2550.0
900213,319,23,2024-04-03,2024-04-06,Chennai,Electronics,Prepaid,1,12780.0
900214,383,25,2025-01-18,2025-01-24,Mumbai,Home & Kitchen,Prepaid,3,9450.0
900215,33,3,2024-07-07,2024-07-10,Bangalore,Fashion & Apparel,Prepaid,2,3540.0
900216,113,9,2024-05-30,2024-06-01,Kochi,Footwear,Prepaid,2,6740.0
900217,52,19,2024-09-24,2024-09-29,Kochi,Electronics,Prepaid,1,10800.0
900218,284,32,2025-02-18,2025-02-23,Bangalore,Home & Kitchen,Prepaid,3,5970.0
900219,575,8,2024-11-14,2024-11-20,Mumbai,Fashion & Apparel,COD,1,1870.0
900220,516,14,2025-01-31,2025-02-06,Mumbai,Footwear,Prepaid,1,2370.0
900221,10,3,2024-12-20,2024-12-25,Pune,Fashion & Apparel,COD,1,1770.0
900222,459,39,2024-12-12,2024-12-16,Hyderabad,Beauty & Personal Care,COD,3,2340.0
900223,84,12,2025-02-20,2025-02-23,Kochi,Footwear,Prepaid,1,2600.0
900224,121,13,2024-05-12,2024-05-17,Bangalore,Footwear,Prepaid,2,6000.0
900225,338,7,2025-02-09,2025-02-13,Bangalore,Fashion & Apparel,Prepaid,1,2150.0
900226,316,15,2024-10-18,2024-10-22,Bangalore,Footwear,Prepaid,3,11220.0
900227,327,7,2024-10-27,2024-10-30,Delhi NCR,Fashion & Apparel,Prepaid,3,6450.0
900228,111,13,2024-05-18,2024-05-24,Bangalore,Footwear,Prepaid,1,3000.0
900229,524,38,2025-03-27,2025-03-29,Pune,Beauty & Personal Care,Prepaid,1,510.0
900230,338,22,2024-11-22,2024-11-25,Bangalore,Electronics,COD,1,13330.0
900231,509,45,2024-08-21,2024-08-27,Mumbai,Accessories,Prepaid,1,1290.0
900232,358,47,2024-06-06,2024-06-11,Pune,Accessories,COD,1,890.0
900233,213,17,2024-05-23,2024-05-25,Bangalore,Electronics,Prepaid,1,13790.0
900234,171,29,2024-12-16,2024-12-18,Bangalore,Home & Kitchen,Prepaid,1,2450.0
900235,2,26,2025-01-12,2025-01-14,Mumbai,Home & Kitchen,COD,2,4500.0
900236,4,45,2024-07-09,2024-07-15,Chennai,Accessories,Prepaid,1,1290.0
900237,526,2,2024-08-20,2024-08-26,Bangalore,Fashion & Apparel,Prepaid,2,2380.0
900238,594,10,2024-05-05,2024-05-07,Hyderabad,Footwear,COD,2,7400.0
900239,542,36,2024-05-01,2024-05-03,Delhi NCR,Beauty & Personal Care,COD,1,1130.0
900240,210,9,2025-02-16,2025-02-18,Chennai,Footwear,Prepaid,2,6740.0
900241,298,24,2024-04-26,2024-05-02,Mumbai,Electronics,Prepaid,1,11450.0
900242,20,6,2024-11-20,2024-11-24,Pune,Fashion & Apparel,COD,2,3020.0
900243,479,5,2025-03-13,2025-03-19,Chennai,Fashion & Apparel,Prepaid,1,1960.0
900244,200,18,2024-08-26,2024-08-28,Delhi NCR,Electronics,COD,2,26280.0
900245,328,40,2024-12-17,2024-12-23,Delhi NCR,Beauty & Personal Care,Prepaid,1,540.0
900246,458,4,2024-11-01,2024-11-06,Bangalore,Fashion & Apparel,Prepaid,2,1940.0
900247,532,30,2024-12-27,2024-12-30,Pune,Home & Kitchen,COD,1,2550.0
900248,333,2,2024-07-30,2024-08-04,Hyderabad,Fashion & Apparel,COD,2,2380.0
900249,304,46,2025-02-26,2025-03-01,Pune,Accessories,COD,2,2640.0
900250,88,40,2025-03-01,2025-03-06,Chennai,Beauty & Personal Care,Prepaid,1,540.0
900251,131,19,2025-01-12,2025-01-15,Bangalore,Electronics,Prepaid,1,10800.0
900252,162,4,2025-03-11,2025-03-15,Pune,Fashion & Apparel,Prepaid,1,970.0
900253,415,36,2024-07-21,2024-07-27,Mumbai,Beauty & Personal Care,COD,1,1130.0
900254,130,3,2025-01-20,2025-01-26,Hyderabad,Fashion & Apparel,Prepaid,1,1770.0
900255,19,14,2025-02-22,2025-02-28,Kochi,Footwear,Prepaid,2,4740.0
900256,489,27,2024-06-27,2024-06-30,Delhi NCR,Home & Kitchen,Prepaid,1,1080.0
900257,179,24,2024-11-08,2024-11-12,Hyderabad,Electronics,Prepaid,1,11450.0
900258,162,39,2024-12-01,2024-12-06,Pune,Beauty & Personal Care,COD,1,780.0
900259,125,30,2025-01-22,2025-01-26,Delhi NCR,Home & Kitchen,Prepaid,2,5100.0
900260,438,20,2024-05-14,2024-05-18,Hyderabad,Electronics,COD,1,12810.0
900261,574,32,2024-08-26,2024-09-01,Mumbai,Home & Kitchen,Prepaid,1,1990.0
900262,334,43,2024-08-10,2024-08-13,Kochi,Accessories,COD,1,910.0
900263,234,36,2024-11-26,2024-11-29,Bangalore,Beauty & Personal Care,Prepaid,1,1130.0
900264,365,30,2024-09-07,2024-09-11,Delhi NCR,Home & Kitchen,COD,1,2550.0
900265,233,35,2024-11-18,2024-11-22,Chennai,Beauty & Personal Care,Prepaid,1,590.0
900266,315,35,2025-03-08,2025-03-12,Kochi,Beauty & Personal Care,Prepaid,1,590.0
900267,303,41,2024-08-15,2024-08-17,Mumbai,Accessories,Prepaid,1,1390.0
900268,261,12,2025-02-28,2025-03-06,Bangalore,Footwear,Prepaid,1,2600.0
900269,247,40,2024-08-23,2024-08-26,Delhi NCR,Beauty & Personal Care,Prepaid,1,540.0
900270,308,21,2024-10-13,2024-10-18,Kochi,Electronics,COD,2,19900.0
900271,257,25,2025-03-08,2025-03-14,Hyderabad,Home & Kitchen,Prepaid,1,3150.0
900272,1,29,2025-01-26,2025-01-30,Delhi NCR,Home & Kitchen,Prepaid,1,2450.0
900273,142,17,2025-03-21,2025-03-24,Chennai,Electronics,Prepaid,1,13790.0
900274,372,36,2024-12-22,2024-12-24,Bangalore,Beauty & Personal Care,COD,1,1130.0
900275,173,29,2024-09-18,2024-09-24,Mumbai,Home & Kitchen,COD,1,2450.0
900276,541,6,2024-06-08,2024-06-13,Bangalore,Fashion & Apparel,Prepaid,1,1510.0
900277,206,46,2024-07-20,2024-07-25,Chennai,Accessories,Prepaid,1,1320.0
900278,294,24,2024-08-14,2024-08-20,Hyderabad,Electronics,COD,1,11450.0
900279,180,45,2024-10-07,2024-10-09,Pune,Accessories,Prepaid,1,1290.0
900280,490,10,2024-07-06,2024-07-09,Delhi NCR,Footwear,Prepaid,1,3700.0
900281,563,37,2024-09-05,2024-09-07,Pune,Beauty & Personal Care,COD,1,810.0
900282,371,39,2024-05-17,2024-05-22,Bangalore,Beauty & Personal Care,Prepaid,1,780.0
900283,577,7,2024-10-22,2024-10-24,Kochi,Fashion & Apparel,Prepaid,1,2150.0
900284,202,15,2025-01-12,2025-01-15,Mumbai,Footwear,Prepaid,1,3740.0
900285,95,31,2025-02-28,2025-03-05,Mumbai,Home & Kitchen,Prepaid,3,5220.0
900286,103,36,2024-09-06,2024-09-09,Bangalore,Beauty & Personal Care,COD,1,1130.0
900287,595,18,2024-06-13,2024-06-19,Delhi NCR,Electronics,Prepaid,1,13140.0
900288,580,26,2024-11-22,2024-11-24,Delhi NCR,Home & Kitchen,COD,1,2250.0
900289,377,31,2024-05-19,2024-05-21,Delhi NCR,Home & Kitchen,COD,1,1740.0
900290,337,34,2025-01-19,2025-01-21,Bangalore,Beauty & Personal Care,Prepaid,1,410.0
900291,531,2,2024-08-30,2024-09-03,Kochi,Fashion & Apparel,Prepaid,1,1190.0
900292,68,30,2025-02-05,2025-02-08,Bangalore,Home & Kitchen,Prepaid,1,2550.0
900293,200,31,2024-10-21,2024-10-27,Delhi NCR,Home & Kitchen,COD,2,3480.0
900294,182,1,2024-12-25,2024-12-31,Kochi,Fashion & Apparel,Prepaid,1,1110.0
900295,281,45,2024-06-28,2024-07-02,Mumbai,Accessories,Prepaid,1,1290.0
900296,191,45,2024-10-25,2024-10-30,Pune,Accessories,COD,1,1290.0
900297,142,12,2025-02-23,2025-02-25,Chennai,Footwear,Prepaid,1,2600.0
900298,91,39,2024-10-19,2024-10-21,Bangalore,Beauty & Personal Care,Prepaid,1,780.0
900299,448,4,2025-02-02,2025-02-07,Pune,Fashion & Apparel,COD,1,970.0
900300,108,40,2024-05-22,2024-05-25,Chennai,Beauty & Personal Care,Prepaid,1,540.0
